text,true_label,lr_pred,lr_prob,xgb_pred,xgb_prob,bert_pred,bert_prob,all_agree
top ten clinton scandals that wikileaks exposed and that you need to know about,1,1,0.780655033742667,1,0.9632811,1,0.9986399,True
turkey detains  people over suspected islamic state links anadolu,0,0,0.04123991429452059,0,0.007060545,0,0.00046482412,True
 watch joe biden just took trump to the woodshed for acting like a petulant child,1,1,0.9781427204900002,1,0.99812967,1,0.99986255,True
four russian reporters injured in syrias deir alzor ria,0,0,0.10106741806193938,0,0.07346414,0,0.0006350315,True
whoa soroslinked group funding ohios john kasich campaign,1,1,0.5010666985058475,1,0.541372,0,0.009568199,False
holy freedom of speech obamas attorney general promises to punish americans for antimuslim speechupdate why lynch may be most likely candidate to quickly push through supreme court justice nomination process,1,0,0.41846055321708214,1,0.9945766,1,0.9997315,False
russias putin accuses us of failing nuclear chemical weapons treaties obligations,0,0,0.13870568973462324,0,0.23391695,0,0.0027745096,True
albania plans ambitious road revamp energy market,0,0,0.12668745779345492,0,0.19612528,0,0.00023979727,True
 trump crosses the line attacks civil rights icon on twitter,1,1,0.5087490109450303,0,0.10583323,0,0.0025452396,False
ukip leader and brexit figurehead farage congratulates trump,0,0,0.10239552251594411,0,0.03112697,0,0.00020646244,True
trump to meet yellen thursday in search for new fed chair source,0,0,0.04444314626459105,0,0.025350414,0,0.0024619997,True
trump to detour from campaign to visit scotland golf properties,0,0,0.24132206392593428,0,0.07468617,0,0.0005265413,True
head of syrian oppositions hnc resigns statement,0,0,0.09651917172129229,0,0.033503667,0,0.0006572448,True
merkel well conduct brexit talks to minimize damage to germany,0,0,0.022196080862715774,0,0.0052908766,0,0.0002284337,True
breaking only mlb player to kneel during national anthem arrested for pulling gun on delivery woman,1,1,0.9356312086764883,1,0.9990792,1,0.99977857,True
 hey trump fans trump hasnt improved the economy one single bit and heres proof,1,1,0.8703630964134557,1,0.994507,1,0.9982217,True
alan dershowitz rips maxine waters on constant racism rhetoric maxine waters ought to be ashamed of herself,1,1,0.7450125786719098,1,0.9989517,1,0.9998192,True
 watch president obama hilariously destroy trump over his nuclear ideas,1,1,0.9730604883306055,1,0.98444587,1,0.9996711,True
 busted trumps rnc czar caught telling party officials that the donald is all an act,1,1,0.9150439691636916,1,0.99680173,1,0.9997938,True
russia to limit us military observation flights ria,0,0,0.05631410292109915,0,0.026506398,0,0.002728272,True
eu will lose credibility if it tolerates direct rule of catalonia by madrid regional official,0,0,0.037770191865060046,0,0.030198202,0,0.0011165843,True
bentley former congresswoman from maryland dies at ,0,0,0.2904244732265725,0,0.06840191,0,0.0053797257,True
exhead of colorado republicans charged with voter fraud,0,0,0.3566315719857121,0,0.10742966,0,0.0066828537,True
pope canonizes first new world martyrs calls amazon synod for ,0,0,0.41446244243066344,0,0.066056795,0,0.008560993,True
 columbine shooter dylan klebolds mother breaks silence in riveting new interview videos,1,1,0.8371301581420764,1,0.9795502,1,0.99887604,True
moldova sends troops to nato drills despite presidential veto,0,0,0.10173090336261481,0,0.015267586,0,0.0003362045,True
us patent and trademark office head michelle lee resigns,0,0,0.413511764085288,0,0.07346414,0,0.026262041,True
saudi says most people detained in anticorruption sweep have settled,0,0,0.09206189379459888,0,0.012459712,0,0.0006337442,True
trump plans to keep comey as fbi director source,0,0,0.28495450006132966,0,0.042904966,0,0.0016959073,True
not getting what you want for christmas dont worry this hillary tree topper has an excuse for it,1,1,0.9295232617727474,1,0.999127,1,0.99982494,True
obama details plans for chicago presidential center,0,1,0.7192456147652092,0,0.18437043,0,0.0012066137,False
milestones in the supreme court immigration case,0,0,0.13551652876539916,0,0.02400334,0,0.023518315,True
 make rape legal blogger whines to cops from mommys house over alleged threats,1,1,0.7352087073546133,1,0.9339659,1,0.99404114,True
may nudges uk towards a friendly eu divorce,0,0,0.04824970310939665,0,0.016749753,0,0.00032162538,True
illinois entire team of yr old kids perform disgusting act of disrespect for our flag and law enforcement under guidance of coach,1,1,0.9146023680972861,1,0.9991437,1,0.99982244,True
socialist millennial magnet bernie sanders tells supporters how to vote after hillary caught saying he lied to supporters about free stuff,1,1,0.9667999628144468,1,0.9998338,1,0.9998479,True
un nuclear chief to visit iran this weekend,0,0,0.047924743683542305,0,0.021694014,0,0.16391034,True
 watch bill oreilly get insanely vile over bloodied united passenger  its sick even for him,1,1,0.9157981243061942,1,0.9976578,1,0.9998566,True
patrick and hesher dni cia have lost the plot and rt is beating cnn,1,1,0.6511468286428257,1,0.8689087,1,0.9995022,True
obama throws hillary under the bus email scandal just got real with this devastating blow,1,1,0.9901091342527032,1,0.9996094,1,0.9998418,True
ecuador judge orders arrest of vice president in odebrecht probe,0,0,0.06475714885928664,0,0.016565679,0,0.0003454649,True
wow ted cruz blasts cnbc anchor over ridiculous debate questions,1,1,0.873556232591163,1,0.71860176,1,0.9981596,True
 robert de niro just told the world he wants to punch trump in the face video,1,1,0.9874711786824778,1,0.9990293,1,0.9998473,True
killing of mexican prosecutor of crimes against women sparks outcry,0,0,0.12974854324972798,0,0.11320092,0,0.0012165688,True
trump tells middle east to drive out islamist extremists,0,0,0.2997137034336762,0,0.057389364,0,0.0053394944,True
 monica lewinsky wrote an obituary for roger ailes and it was brutal,1,1,0.7580065197161548,1,0.6381625,1,0.99886405,True
nigerias buhari said he would not seek reelection in  minister,0,0,0.10484396840883971,0,0.0059748194,0,0.00015595173,True
 senate republicans diss trump badlythey love tim kaine and arent afraid to say so,1,0,0.3864470990994527,1,0.8620098,1,0.9978034,False
injured defectors parasites and diet hint at hard life in north korea,0,0,0.16385416134268463,0,0.07078054,0,0.0020396158,True
disgusting abusive transformers star shia labeouf repeatedly screams he will not divide us in face of young trump supporter video,1,1,0.9787120352623081,1,0.99926513,1,0.9998449,True
 conservative christians sob into their coffee over trumps nomination  theres nobody left,1,1,0.8449223227155571,1,0.9584772,1,0.97576046,True
democratic lawmakers question kushner on new york property letter,0,0,0.1379598435311981,0,0.025313523,0,0.001242728,True
escape from north korea video shows defector under fire,0,1,0.7027636948987264,1,0.7662382,0,0.003985443,False
 mother of daca recipient who died rescuing flood victims refused entry into us to bury her son,1,1,0.566319423159744,1,0.9939365,1,0.99977046,True
tillerson unaware of plan to oust him senator corker says,0,0,0.04572722116441448,0,0.0021434338,0,0.0011163162,True
uk queen and husband philip celebrate  years of marriage quietly,0,0,0.3861262168409177,0,0.061196968,0,0.0021030877,True
us internet firms ask trump to support encryption ease regulations,0,0,0.2608808857331302,0,0.12845191,0,0.0060459427,True
jordan border crossing with iraq to reopen in major boost to ties,0,0,0.14695789009640325,0,0.14141017,0,0.000700628,True
 watch joy reid crushes trump supporter for saying shes not on americas side,1,1,0.9761266839020373,1,0.9931358,1,0.98500526,True
lebanons hariri holds talks with egypt president sisi in cairo,0,0,0.02950835422378818,0,0.019671613,0,0.00037924494,True
republican congressional candidate in montana cited after incident with reporter  sheriff,0,0,0.3101015729609799,1,0.67971474,0,0.0016480796,False
 trump told police union to report cops who didnt vote for him and its uncomfortable as hell video,1,1,0.9670916259840502,1,0.9997634,1,0.9990982,True
 cruz ad turns trump into a creepy doll who pretends to be a republican video,1,1,0.9604055791312118,1,0.9946085,1,0.9988667,True
turkey iran and russia to deploy observers around syrias idlib,0,0,0.057787878048633785,0,0.011272842,0,0.00060251495,True
 breitbart star just lost his precious book deal after horrifying suggestion that child abuse is okay,1,1,0.8103407261003522,1,0.9935017,1,0.9998286,True
trump urged washington to stop bank mergers in  letter,0,0,0.33410347345585134,0,0.116590396,0,0.0026647358,True
 chuck schumer destroys ted cruz over vow to block obama scotus nominee video,1,1,0.9576498677370575,1,0.99803036,1,0.78081036,True
frances national front number two quits farright opposition in turmoil,0,0,0.06585779785341356,0,0.04640239,0,0.0022914328,True
a difficult life as refugee arrivals to greece pick up misery grows,0,0,0.20245380706547672,0,0.33425128,0,0.014477464,True
factbox trump on twitter november   matt lauer north korea tax cuts,0,0,0.02378150453788575,0,0.0010019304,0,0.00028832152,True
 im not a racist trump campaign official blames media for racist tirade against the obamas,1,1,0.9482966299414988,1,0.9943152,1,0.9993832,True
 adam schiff savages republicans for canceling hearing on russia collusion to please trump,1,0,0.42124810754561837,1,0.8794676,1,0.99932194,False
panama authorizes extradition of former mexican governor on corruption charges,0,0,0.06355071084931939,0,0.1872048,0,0.0012256621,True
 overnight las vegas attack is deadliest mass shooting in american history details,1,1,0.9183990084580718,1,0.9711789,1,0.99128985,True
perus congress ousts cabinet as political crisis deepens,0,0,0.06789592961919369,0,0.02113984,0,0.00043505683,True
just in proisis terrorist who intended to blow up nyc bus terminal during rush hour came to us through chain migration program democrats are fighting for,1,1,0.7801348627398398,1,0.9993278,1,0.9998511,True
cambodian opposition member pardoned at pms request,0,0,0.15560826060161345,0,0.023409761,0,0.0002940561,True
colony northstar ends consulting agreement with former trump aide gates,0,0,0.13442122079196994,0,0.101835,0,0.003023172,True
registered sex offender arrested after harassing little girls in girls bathroom,1,1,0.7085392159362198,0,0.46262527,1,0.9558309,False
hungarys badass prime minister responds to threats from euand his response is making everyone want to stand up and cheer video,1,1,0.9342528759515593,1,0.99854374,1,0.9993475,True
 there was something weird about trumps hair during his embarrassing mexico trip,1,1,0.5045371050051742,1,0.8888748,1,0.9975062,True
south sudan rebels accuse army of attack as peace talks restart,0,0,0.021574858725436477,0,0.005486641,0,0.00019931479,True
us air strikes kill  islamic state militants in libya us military,0,0,0.0294574735829002,0,0.0058524734,0,0.18424922,True
 trump wakes up to scream at black people after hurling a racial slur yesterday,1,1,0.8368324400648824,1,0.94999665,1,0.9992749,True
 watch trump admits america will pay for his dumb  billion wall,1,1,0.988283824674124,1,0.9947402,1,0.9996082,True
new zealand says unclear if tpp agreement can be reached this week,0,0,0.03076008400180889,0,0.0071648946,0,0.00031992502,True
hamas cedes gaza border crossings to palestinian authority control,0,0,0.13859597824775674,0,0.049519997,0,0.00089971087,True
insurers step up pitch for obamacare as government slashes its effort,0,0,0.12236686350481961,0,0.12951101,0,0.0063437405,True
kansas judge extends voting rights for those registered at motor vehicle offices,0,0,0.17197343650285912,0,0.19041577,0,0.014771648,True
thai immigration police chief says no information yingluck has fled country,0,0,0.036196468157188716,0,0.004776632,0,0.0006223702,True
republicans may be on verge of losing us senate majority aides,0,0,0.20695907379405296,0,0.17452255,0,0.080947906,True
sen tom cotton to ag sessions do you like spy fiction john lecarre daniel silva jason mathewsdo you like jason bourne or james bond movies video,1,1,0.9698138677643955,1,0.99992394,1,0.99940455,True
scared by trump some migrants on mexico border give up american dream,0,0,0.31016528358342926,0,0.25288016,0,0.09139181,True
britains boris johnson could have been clearer on jailed aid worker in iran,0,0,0.06793962984998318,0,0.1516492,0,0.0002913098,True
exclusive fbi probes hacking of democratic congressional group  sources,0,0,0.031077830401367572,0,0.0071202856,0,0.0012855338,True
